pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
4.457676724217631,-1.366712200685823,1.2451907549240144,-0.9349231553711657,1.151176182126855,0.6917655172121318,0.9651280088304923,1.3920922843253793,0.4665872000040445,-0.4594935867696899,-1.2367212267787355,0.25593249221596404,-0.820119458201712,0.27296843257372294,-1.37515518776059,0.7481048302745872,-0.8670728965125744,-0.15094196896059442,0.4650745031789052,-0.010234413018192945,-0.08634580152769711,-0.21124140902246216,0.5425120270598258,0.1744490776038371,-0.2970217567784229,3
4.354451712531066,0.3226137655678416,2.0064110107562088,-1.503320744373728,0.026968618734502847,-0.95865975202247,1.5589172801928242,-0.21926722144487887,0.899078551278726,-0.9234790387673927,-1.6859440239671226,-1.2152135298023856,0.10863770609729739,-0.20264508171229378,-0.17241029569235833,0.25215056812293235,-0.5585848214330942,0.35700023276577086,-0.4624845832462483,0.9643027326405409,0.2586289381035161,-0.2734127091891002,0.6249020282919489,-0.09344354687651663,-0.7624198547202028,3
4.274056233177173,2.986370019461349,3.827868321471243,0.21079467326777523,1.7386167621874984,-0.7250241457018565,-0.29380276103926706,-1.1061820566464988,0.4509453326395776,-1.9539392595469107,0.28106939418024857,-2.206186696125485,-1.3734000659848504,0.034694796737775535,-0.6608794367228799,1.2466470547419897,0.7359231665329911,-0.4975440012771535,-0.5487656750430023,-0.21660218968998113,-0.15616519965800824,0.3495136149798441,0.23691777185610285,-0.8021767347020989,0.22281392146355267,4
-3.0042279977436905,1.2293100935498087,2.176705452556229,-3.2796688229054607,-1.8809576233934138,2.3806875208460356,-0.045921417196221004,0.09841033999192728,-0.10420623488821823,0.19053935132759758,-0.2051232967699581,1.40921133939854,-0.33314717675918604,-1.1415445020783015,-0.5694729381750201,-1.5380945360245089,0.2962532670326703,-0.9371115118819331,1.518209558252828,-0.6820290074560726,-0.0019047268695767672,0.19798742916675877,0.4561123240083782,0.04247397517589535,-0.4311193095979289,3
4.291851725545264,6.227947812003116,-0.7416806637987959,-0.7815216850011826,-2.3118575834407658,-1.20745223120046,-0.4702725568465951,0.6016338257671221,0.6932990018978815,-1.1401063351029408,-1.5680716877968037,-0.10110146217747062,-0.7327780049079291,0.11030666821007973,1.41864343207584,-0.6839308891877917,-0.5739118604344824,0.322342011815,-0.8731494991235285,1.077294559999536,-0.9071951792488789,0.21275545057705958,0.4128788383492412,0.34417298110853434,-0.01792293303635889,3
3.3138151890655827,-1.4973727417993898,1.30717776492904,0.37427181274480414,1.7208172222989413,-1.1861313045065693,0.8800831448956745,-1.2307300402110282,0.30058342911727776,-1.3850835574517846,2.0686175023085127,-1.668469603626818,1.4163848925359286,-0.12583800563772507,-1.2833783207405471,-0.5376443155826554,-0.3103439776295833,0.013144387144512937,0.6930848749092884,-1.139338060190657,0.004995294953417773,0.19231417584704752,0.4770380542225183,0.2834015673432969,0.12512459528260028,4
0.37601320847970854,4.478508041702476,-1.7226439387544523,-1.2769738533819845,0.8800672317092255,-0.4166987686810686,0.662210620482083,0.6590815479758254,0.8207103642344427,-0.32856127736169194,-1.0257069198769406,-1.3559223625777996,-0.5933897865010975,0.5262553341811296,1.7399435923899642,0.5086727336080432,-0.4436134526833755,0.26901418632525065,-0.8130782647216053,0.6383663903756989,-0.9593866066513609,0.05837775863066122,0.5033291276003935,0.35083004593183587,-0.0810218014661962,3
3.316996360059715,4.016158045214697,-0.11102685281887392,0.709873495406864,0.8994781564913321,-2.724094606669708,-1.508845777612648,1.8714438943645122,-0.8413272678195425,1.1969331810877724,1.6161519539787443,-0.8983404086483222,0.7465056158410546,0.22247124247494954,-0.6045750274904752,0.21960748760768944,1.0984656337142664,-1.589605599365333,0.24616545765662234,0.5815122067689256,-0.18158168540045194,-0.20285532357450684,-0.691792951755339,-0.9044246908278879,0.174517375722346,3
3.3333331255216905,-0.1942744117458326,1.036750563216986,1.039669391586088,-1.423275388273692,-0.5898150359640131,-1.2409788793258243,-1.6286636280925362,-1.4059616155787134,-0.5932736762406429,-0.7028353330897574,-0.4631293700632553,-0.1848274688821554,-0.7033572562011429,-0.9111992665093698,0.7197868337031881,0.06828213206656031,1.465418475748558,-0.8956200491147681,-1.3394054436951368,-0.10362435900337608,0.7272860110537743,-0.7573933535819697,0.33804188325466766,-0.027681485232472547,3
3.3047830704819816,1.8920547038246864,-1.6970844790577018,1.196399166030111,-0.4828231923574857,-0.3315465872300789,2.403080661236315,0.14755373341481748,0.0821678349049284,1.2567862574037587,1.284415544159794,0.2162003459338766,0.08585382115569296,-0.03366687124489465,-0.44504847032278916,0.0912131481504812,1.039819008847037,0.7062025805550856,0.8187510784732579,0.17268348423772206,-0.015326632018148545,-0.1308235656685854,-0.7346408632169301,-0.42905838540787217,0.13037524073451545,3
