"order_id","customer_id","order_status","order_purchase_timestamp","order_approved_at","order_delivered_carrier_date","order_delivered_customer_date","order_estimated_delivery_date"
"e481f51cbdc54678b7cc49136f2d6af7","9ef432eb6251297304e76186b10a928d","delivered","2017-10-02T10:56:00.000Z","2017-10-02T11:07:00.000Z","2017-10-04T19:55:00.000Z","2017-10-10T21:25:00.000Z","2017-10-18T00:00:00.000Z"
"53cdb2fc8bc7dce0b6741e2150273451","b0830fb4747a6c6d20dea0b8c802d7ef","delivered","2018-07-24T20:41:00.000Z","2018-07-26T03:24:00.000Z","2018-07-26T14:31:00.000Z","2018-08-07T15:27:00.000Z","2018-08-13T00:00:00.000Z"
"47770eb9100c2d0c44946d9cf07ec65d","41ce2a54c0b03bf3443c3d931a367089","delivered","2018-08-08T08:38:00.000Z","2018-08-08T08:55:00.000Z","2018-08-08T13:50:00.000Z","2018-08-17T18:06:00.000Z","2018-09-04T00:00:00.000Z"
"949d5b44dbf5de918fe9c16f97b45f8a","f88197465ea7920adcdbec7375364d82","delivered","2017-11-18T19:28:00.000Z","2017-11-18T19:45:00.000Z","2017-11-22T13:39:00.000Z","2017-12-02T00:28:00.000Z","2017-12-15T00:00:00.000Z"
"ad21c59c0840e6cb83a9ceb5573f8159","8ab97904e6daea8866dbdbc4fb7aad2c","delivered","2018-02-13T21:18:00.000Z","2018-02-13T22:20:00.000Z","2018-02-14T19:46:00.000Z","2018-02-16T18:17:00.000Z","2018-02-26T00:00:00.000Z"
"a4591c265e18cb1dcee52889e2d8acc3","503740e9ca751ccdda7ba28e9ab8f608","delivered","2017-07-09T21:57:00.000Z","2017-07-09T22:10:00.000Z","2017-07-11T14:58:00.000Z","2017-07-26T10:57:00.000Z","2017-08-01T00:00:00.000Z"
"136cce7faa42fdb2cefd53fdc79a6098","ed0271e0b7da060a393796590e7b737a","invoiced","2017-04-11T12:22:00.000Z","2017-04-13T13:25:00.000Z",null,null,"2017-05-09T00:00:00.000Z"
"6514b8ad8028c9f2cc2374ded245783f","9bdf08b4b3b52b5526ff42d37d47f222","delivered","2017-05-16T13:10:00.000Z","2017-05-16T13:22:00.000Z","2017-05-22T10:07:00.000Z","2017-05-26T12:55:00.000Z","2017-06-07T00:00:00.000Z"
"76c6e866289321a7c93b82b54852dc33","f54a9f0e6b351c431402b8461ea51999","delivered","2017-01-23T18:29:00.000Z","2017-01-25T02:50:00.000Z","2017-01-26T14:16:00.000Z","2017-02-02T14:08:00.000Z","2017-03-06T00:00:00.000Z"
"e69bfb5eb88e0ed6a785585b27e16dbf","31ad1d1b63eb9962463f764d4e6e0c9d","delivered","2017-07-29T11:55:00.000Z","2017-07-29T12:05:00.000Z","2017-08-10T19:45:00.000Z","2017-08-16T17:14:00.000Z","2017-08-23T00:00:00.000Z"
"e6ce16cb79ec1d90b1da9085a6118aeb","494dded5b201313c64ed7f100595b95c","delivered","2017-05-16T19:41:00.000Z","2017-05-16T19:50:00.000Z","2017-05-18T11:40:00.000Z","2017-05-29T11:18:00.000Z","2017-06-07T00:00:00.000Z"
"34513ce0c4fab462a55830c0989c7edb","7711cf624183d843aafe81855097bc37","delivered","2017-07-13T19:58:00.000Z","2017-07-13T20:10:00.000Z","2017-07-14T18:43:00.000Z","2017-07-19T14:04:00.000Z","2017-08-08T00:00:00.000Z"
"82566a660a982b15fb86e904c8d32918","d3e3b74c766bc6214e0c830b17ee2341","delivered","2018-06-07T10:06:00.000Z","2018-06-09T03:13:00.000Z","2018-06-11T13:29:00.000Z","2018-06-19T12:05:00.000Z","2018-07-18T00:00:00.000Z"
"5ff96c15d0b717ac6ad1f3d77225a350","19402a48fe860416adf93348aba37740","delivered","2018-07-25T17:44:00.000Z","2018-07-25T17:55:00.000Z","2018-07-26T13:16:00.000Z","2018-07-30T15:52:00.000Z","2018-08-08T00:00:00.000Z"
"432aaf21d85167c2c86ec9448c4e42cc","3df704f53d3f1d4818840b34ec672a9f","delivered","2018-03-01T14:14:00.000Z","2018-03-01T15:10:00.000Z","2018-03-02T21:09:00.000Z","2018-03-12T23:36:00.000Z","2018-03-21T00:00:00.000Z"
"dcb36b511fcac050b97cd5c05de84dc3","3b6828a50ffe546942b7a473d70ac0fc","delivered","2018-06-07T19:03:00.000Z","2018-06-12T23:31:00.000Z","2018-06-11T14:54:00.000Z","2018-06-21T15:34:00.000Z","2018-07-04T00:00:00.000Z"
"403b97836b0c04a622354cf531062e5f","738b086814c6fcc74b8cc583f8516ee3","delivered","2018-01-02T19:00:00.000Z","2018-01-02T19:09:00.000Z","2018-01-03T18:19:00.000Z","2018-01-20T01:38:00.000Z","2018-02-06T00:00:00.000Z"
"116f0b09343b49556bbad5f35bee0cdf","3187789bec990987628d7a9beb4dd6ac","delivered","2017-12-26T23:41:00.000Z","2017-12-26T23:50:00.000Z","2017-12-28T18:33:00.000Z","2018-01-08T22:36:00.000Z","2018-01-29T00:00:00.000Z"
"85ce859fd6dc634de8d2f1e290444043","059f7fc5719c7da6cbafe370971a8d70","delivered","2017-11-21T00:03:00.000Z","2017-11-21T00:14:00.000Z","2017-11-23T21:32:00.000Z","2017-11-27T18:28:00.000Z","2017-12-11T00:00:00.000Z"
"83018ec114eee8641c97e08f7b4e926f","7f8c8b9c2ae27bf3300f670c3d478be8","delivered","2017-10-26T15:54:00.000Z","2017-10-26T16:08:00.000Z","2017-10-26T21:46:00.000Z","2017-11-08T22:22:00.000Z","2017-11-23T00:00:00.000Z"
"203096f03d82e0dffbc41ebc2e2bcfb7","d2b091571da224a1b36412c18bc3bbfe","delivered","2017-09-18T14:31:00.000Z","2017-09-19T04:04:00.000Z","2017-10-06T17:50:00.000Z","2017-10-09T22:23:00.000Z","2017-09-28T00:00:00.000Z"
"f848643eec1d69395095eb3840d2051e","4fa1cd166fa598be6de80fa84eaade43","delivered","2018-03-15T08:52:00.000Z","2018-03-15T09:09:00.000Z","2018-03-15T19:52:00.000Z","2018-03-19T18:08:00.000Z","2018-03-29T00:00:00.000Z"
"2807d0e504d6d4894d41672727bc139f","72ae281627a6102d9b3718528b420f8a","delivered","2018-02-03T20:37:00.000Z","2018-02-03T20:50:00.000Z","2018-02-05T22:37:00.000Z","2018-02-08T16:13:00.000Z","2018-02-21T00:00:00.000Z"
"95266dbfb7e20354baba07964dac78d5","a166da34890074091a942054b36e4265","delivered","2018-01-08T07:55:00.000Z","2018-01-08T08:07:00.000Z","2018-01-24T23:16:00.000Z","2018-01-26T17:32:00.000Z","2018-02-21T00:00:00.000Z"
"f3e7c359154d965827355f39d6b1fdac","62b423aab58096ca514ba6aa06be2f98","delivered","2018-08-09T11:44:00.000Z","2018-08-10T03:24:00.000Z","2018-08-10T12:29:00.000Z","2018-08-13T18:24:00.000Z","2018-08-17T00:00:00.000Z"
"fbf9ac61453ac646ce8ad9783d7d0af6","3a874b4d4c4b6543206ff5d89287f0c3","delivered","2018-02-20T23:46:00.000Z","2018-02-22T02:30:00.000Z","2018-02-26T22:25:00.000Z","2018-03-21T22:03:00.000Z","2018-03-12T00:00:00.000Z"
"acce194856392f074dbf9dada14d8d82","7e20bf5ca92da68200643bda76c504c6","delivered","2018-06-04T00:00:00.000Z","2018-06-05T00:35:00.000Z","2018-06-05T13:24:00.000Z","2018-06-16T15:20:00.000Z","2018-07-18T00:00:00.000Z"
"dd78f560c270f1909639c11b925620ea","8b212b9525f9e74e85e37ed6df37693e","delivered","2018-03-12T01:50:00.000Z","2018-03-12T03:28:00.000Z","2018-03-12T21:06:00.000Z","2018-03-21T14:41:00.000Z","2018-03-28T00:00:00.000Z"
"91b2a010e1e45e6ba3d133fa997597be","cce89a605105b148387c52e286ac8335","delivered","2018-05-02T11:45:00.000Z","2018-05-03T12:55:00.000Z","2018-05-10T16:16:00.000Z","2018-05-16T20:56:00.000Z","2018-05-23T00:00:00.000Z"
"ecab90c9933c58908d3d6add7c6f5ae3","761df82feda9778854c6dafdaeb567e4","delivered","2018-02-25T13:50:00.000Z","2018-02-25T14:47:00.000Z","2018-02-26T22:28:00.000Z","2018-03-27T23:29:00.000Z","2018-04-13T00:00:00.000Z"
"f70a0aff17df5a6cdd9a7196128bd354","456dc10730fbdba34615447ea195d643","delivered","2017-08-10T11:58:00.000Z","2017-08-12T02:45:00.000Z","2017-08-17T15:35:00.000Z","2017-08-18T14:28:00.000Z","2017-08-23T00:00:00.000Z"
"1790eea0b567cf50911c057cf20f90f9","52142aa69d8d0e1247ab0cada0f76023","delivered","2018-04-16T21:15:00.000Z","2018-04-16T22:10:00.000Z","2018-04-18T13:05:00.000Z","2018-05-05T12:28:00.000Z","2018-05-15T00:00:00.000Z"
"989225ba6d0ebd5873335f7e01de2ae7","816f8653d5361cbf94e58c33f2502a5c","delivered","2017-12-12T13:56:00.000Z","2017-12-14T13:54:00.000Z","2017-12-16T00:18:00.000Z","2018-01-03T18:03:00.000Z","2018-01-08T00:00:00.000Z"
"d887b52c6516beb39e8cd44a5f8b60f7","d9ef95f98d8da3b492bb8c0447910498","delivered","2018-02-03T12:38:00.000Z","2018-02-03T12:50:00.000Z","2018-02-05T21:26:00.000Z","2018-02-22T00:07:00.000Z","2018-03-07T00:00:00.000Z"
"b276e4f8c0fb86bd82fce576f21713e0","cf8ffeddf027932e51e4eae73b384059","delivered","2018-07-29T23:34:00.000Z","2018-07-29T23:45:00.000Z","2018-07-30T14:43:00.000Z","2018-07-31T22:48:00.000Z","2018-08-06T00:00:00.000Z"
"8563039e855156e48fccee4d611a3196","5f16605299d698660e0606f7eae2d2f9","delivered","2018-02-17T15:59:00.000Z","2018-02-17T16:15:00.000Z","2018-02-20T23:03:00.000Z","2018-03-20T00:59:00.000Z","2018-03-20T00:00:00.000Z"
"60550084e6b4c0cb89a87df1f3e5ebd9","f5458ddc3545711efa883dd7ae7c4497","delivered","2018-02-21T18:15:00.000Z","2018-02-23T02:10:00.000Z","2018-02-27T18:52:00.000Z","2018-03-13T23:58:00.000Z","2018-03-29T00:00:00.000Z"
"5acce57f8d9dfd55fa48e212a641a69d","295ae9b35379e077273387ff64354b6f","delivered","2017-07-31T21:37:00.000Z","2017-08-02T02:56:00.000Z","2017-08-03T18:32:00.000Z","2017-08-08T21:24:00.000Z","2017-08-22T00:00:00.000Z"
"434d158e96bdd6972ad6e6d73ddcfd22","2a1dfb647f32f4390e7b857c67458536","delivered","2018-06-01T12:23:00.000Z","2018-06-05T03:35:00.000Z","2018-06-08T11:49:00.000Z","2018-06-18T21:32:00.000Z","2018-07-17T00:00:00.000Z"
"7206b86ea789983f7a273ea7fa0bc2a8","3391c4bc11a817e7973e498b0b023158","delivered","2018-03-26T17:12:00.000Z","2018-03-26T17:28:00.000Z","2018-03-28T17:22:00.000Z","2018-04-05T22:11:00.000Z","2018-04-12T00:00:00.000Z"
"1e7aff52cdbb2451ace09d0f848c3699","ddaff536587109b89777e0353215e150","delivered","2017-05-19T18:53:00.000Z","2017-05-19T19:05:00.000Z","2017-05-22T10:16:00.000Z","2017-05-31T13:58:00.000Z","2017-06-12T00:00:00.000Z"
"6ea2f835b4556291ffdc53fa0b3b95e8","c7340080e394356141681bd4c9b8fe31","delivered","2017-11-24T21:27:00.000Z","2017-11-25T00:21:00.000Z","2017-12-13T21:14:00.000Z","2017-12-28T18:59:00.000Z","2017-12-21T00:00:00.000Z"
"948097deef559c742e7ce321e5e58919","8644be24d48806bc3a88fd59fb47ceb1","delivered","2017-08-04T17:10:00.000Z","2017-08-04T17:25:00.000Z","2017-08-07T17:52:00.000Z","2017-08-12T14:08:00.000Z","2017-09-01T00:00:00.000Z"
